region,technology,city,state,value,match_method,distance_km
p83,NaturalGas_F-Frame CC 95% CCS,Indianapolis,Indiana,0.99,nearest_same_state,174.0
p83,NaturalGas_H-Frame CC 95% CCS,Indianapolis,Indiana,0.99,nearest_same_state,174.0
p83,NaturalGas_F-Frame CC 97% CCS,Indianapolis,Indiana,0.99,nearest_same_state,174.0
p83,NaturalGas_H-Frame CC 97% CCS,Indianapolis,Indiana,0.99,nearest_same_state,174.0
p83,Biopower_Dedicated,Indianapolis,Indiana,1.0,nearest_same_state,174.0
p83,Nuclear_Nuclear,Indianapolis,Indiana,1.03,nearest_same_state,174.0
p83,Nuclear_Nuclear - Large,Indianapolis,Indiana,1.03,nearest_same_state,174.0
p83,Nuclear_SMR,Indianapolis,Indiana,1.01,nearest_same_state,174.0
p83,Nuclear_Nuclear - Small,Indianapolis,Indiana,1.01,nearest_same_state,174.0
p83,Geothermal,Indianapolis,Indiana,,nearest_same_state,174.0
p83,Hydropower,Indianapolis,Indiana,,nearest_same_state,174.0
p83,Pumped Storage Hydropower,Indianapolis,Indiana,,nearest_same_state,174.0
p83,LandBasedWind,Indianapolis,Indiana,1.02,nearest_same_state,174.0
p83,Onshore Wind Repowering/Retrofit,Indianapolis,Indiana,1.02,nearest_same_state,174.0
p83,OffshoreWind,Indianapolis,Indiana,,nearest_same_state,174.0
p83,UtilityPV,Indianapolis,Indiana,1.0,nearest_same_state,174.0
p83,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Indianapolis,Indiana,1.0,nearest_same_state,174.0
p83,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Indianapolis,Indiana,1.0,nearest_same_state,174.0
p83,Battery_,Indianapolis,Indiana,1.02,nearest_same_state,174.0
p83,Utility-Scale Battery Storage,Indianapolis,Indiana,1.02,nearest_same_state,174.0
p84,Coal_new,St. Louis,Missouri,1.13,nearest_same_state,205.51
p84,Coal_95%-CCS,St. Louis,Missouri,1.14,nearest_same_state,205.51
p84,Coal_99%-CCS,St. Louis,Missouri,1.14,nearest_same_state,205.51
p84,Coal_Retrofits_95%-CCS,St. Louis,Missouri,1.14,nearest_same_state,205.51
p84,Coal_Retrofits_90%-CCS,St. Louis,Missouri,1.14,nearest_same_state,205.51
p84,Combustion Turbine - Simple Cycle (Aeroderivative),St. Louis,Missouri,1.07,nearest_same_state,205.51
p84,NaturalGas_Combustion Turbine,St. Louis,Missouri,1.08,nearest_same_state,205.51
p84,NaturalGas_F-Frame CT,St. Louis,Missouri,1.08,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 2-on-1,St. Louis,Missouri,1.08,nearest_same_state,205.51
p84,NaturalGas_F-Frame CC,St. Louis,Missouri,1.08,nearest_same_state,205.51
p84,NaturalGas_H-Frame CC,St. Louis,Missouri,1.08,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 1-on-1,St. Louis,Missouri,1.08,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_F-Frame CC 95% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_H-Frame CC 95% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_F-Frame CC 97% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,NaturalGas_H-Frame CC 97% CCS,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,Biopower_Dedicated,St. Louis,Missouri,1.11,nearest_same_state,205.51
p84,Nuclear_Nuclear,St. Louis,Missouri,1.14,nearest_same_state,205.51
p84,Nuclear_Nuclear - Large,St. Louis,Missouri,1.14,nearest_same_state,205.51
p84,Nuclear_SMR,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,Nuclear_Nuclear - Small,St. Louis,Missouri,1.09,nearest_same_state,205.51
p84,Geothermal,St. Louis,Missouri,,nearest_same_state,205.51
p84,Hydropower,St. Louis,Missouri,1.13,nearest_same_state,205.51
p84,Pumped Storage Hydropower,St. Louis,Missouri,1.13,nearest_same_state,205.51
p84,LandBasedWind,St. Louis,Missouri,1.1,nearest_same_state,205.51
p84,Onshore Wind Repowering/Retrofit,St. Louis,Missouri,1.08,nearest_same_state,205.51
p84,OffshoreWind,St. Louis,Missouri,,nearest_same_state,205.51
p84,UtilityPV,St. Louis,Missouri,1.05,nearest_same_state,205.51
p84,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,St. Louis,Missouri,1.06,nearest_same_state,205.51
p84,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",St. Louis,Missouri,1.06,nearest_same_state,205.51
p84,Battery_,St. Louis,Missouri,1.07,nearest_same_state,205.51
p84,Utility-Scale Battery Storage,St. Louis,Missouri,1.07,nearest_same_state,205.51
p85,Coal_new,Little Rock,Arkansas,0.97,within,0.0
p85,Coal_95%-CCS,Little Rock,Arkansas,0.97,within,0.0
p85,Coal_99%-CCS,Little Rock,Arkansas,0.97,within,0.0
p85,Coal_Retrofits_95%-CCS,Little Rock,Arkansas,0.97,within,0.0
p85,Coal_Retrofits_90%-CCS,Little Rock,Arkansas,0.97,within,0.0
p85,Combustion Turbine - Simple Cycle (Aeroderivative),Little Rock,Arkansas,0.99,within,0.0
p85,NaturalGas_Combustion Turbine,Little Rock,Arkansas,0.98,within,0.0
p85,NaturalGas_F-Frame CT,Little Rock,Arkansas,0.98,within,0.0
p85,NaturalGas_Combined Cycle 2-on-1,Little Rock,Arkansas,0.97,within,0.0
p85,NaturalGas_F-Frame CC,Little Rock,Arkansas,0.97,within,0.0
p85,NaturalGas_H-Frame CC,Little Rock,Arkansas,0.97,within,0.0
p85,NaturalGas_Combined Cycle 1-on-1,Little Rock,Arkansas,0.97,within,0.0
p85,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_F-Frame CC 95% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_H-Frame CC 95% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_F-Frame CC 97% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,NaturalGas_H-Frame CC 97% CCS,Little Rock,Arkansas,0.96,within,0.0
p85,Biopower_Dedicated,Little Rock,Arkansas,0.96,within,0.0
p85,Nuclear_Nuclear,Little Rock,Arkansas,1.04,within,0.0
p85,Nuclear_Nuclear - Large,Little Rock,Arkansas,1.04,within,0.0
p85,Nuclear_SMR,Little Rock,Arkansas,1.0,within,0.0
p85,Nuclear_Nuclear - Small,Little Rock,Arkansas,1.0,within,0.0
p85,Geothermal,Little Rock,Arkansas,,within,0.0
p85,Hydropower,Little Rock,Arkansas,,within,0.0
p85,Pumped Storage Hydropower,Little Rock,Arkansas,,within,0.0
p85,LandBasedWind,Little Rock,Arkansas,1.0,within,0.0
p85,Onshore Wind Repowering/Retrofit,Little Rock,Arkansas,1.01,within,0.0
p85,OffshoreWind,Little Rock,Arkansas,,within,0.0
p85,UtilityPV,Little Rock,Arkansas,0.99,within,0.0
p85,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Little Rock,Arkansas,1.0,within,0.0
p85,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Little Rock,Arkansas,1.0,within,0.0
p85,Battery_,Little Rock,Arkansas,1.03,within,0.0
p85,Utility-Scale Battery Storage,Little Rock,Arkansas,1.03,within,0.0
p86,Coal_new,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,Coal_95%-CCS,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,Coal_99%-CCS,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,Coal_Retrofits_95%-CCS,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,Coal_Retrofits_90%-CCS,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,Combustion Turbine - Simple Cycle (Aeroderivative),Little Rock,Arkansas,0.99,nearest_same_state,257.46
p86,NaturalGas_Combustion Turbine,Little Rock,Arkansas,0.98,nearest_same_state,257.46
p86,NaturalGas_F-Frame CT,Little Rock,Arkansas,0.98,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 2-on-1,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,NaturalGas_F-Frame CC,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,NaturalGas_H-Frame CC,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 1-on-1,Little Rock,Arkansas,0.97,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_F-Frame CC 95% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_H-Frame CC 95% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_F-Frame CC 97% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,NaturalGas_H-Frame CC 97% CCS,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,Biopower_Dedicated,Little Rock,Arkansas,0.96,nearest_same_state,257.46
p86,Nuclear_Nuclear,Little Rock,Arkansas,1.04,nearest_same_state,257.46
p86,Nuclear_Nuclear - Large,Little Rock,Arkansas,1.04,nearest_same_state,257.46
p86,Nuclear_SMR,Little Rock,Arkansas,1.0,nearest_same_state,257.46
p86,Nuclear_Nuclear - Small,Little Rock,Arkansas,1.0,nearest_same_state,257.46
p86,Geothermal,Little Rock,Arkansas,,nearest_same_state,257.46
p86,Hydropower,Little Rock,Arkansas,,nearest_same_state,257.46
p86,Pumped Storage Hydropower,Little Rock,Arkansas,,nearest_same_state,257.46
p86,LandBasedWind,Little Rock,Arkansas,1.0,nearest_same_state,257.46
p86,Onshore Wind Repowering/Retrofit,Little Rock,Arkansas,1.01,nearest_same_state,257.46
p86,OffshoreWind,Little Rock,Arkansas,,nearest_same_state,257.46
p86,UtilityPV,Little Rock,Arkansas,0.99,nearest_same_state,257.46
p86,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Little Rock,Arkansas,1.0,nearest_same_state,257.46
p86,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Little Rock,Arkansas,1.0,nearest_same_state,257.46
p86,Battery_,Little Rock,Arkansas,1.03,nearest_same_state,257.46
p86,Utility-Scale Battery Storage,Little Rock,Arkansas,1.03,nearest_same_state,257.46
p87,Coal_new,Biloxi,Mississippi,0.95,within,0.0
p87,Coal_95%-CCS,Biloxi,Mississippi,0.94,within,0.0
p87,Coal_99%-CCS,Biloxi,Mississippi,0.94,within,0.0
p87,Coal_Retrofits_95%-CCS,Biloxi,Mississippi,0.94,within,0.0
p87,Coal_Retrofits_90%-CCS,Biloxi,Mississippi,0.94,within,0.0
p87,Combustion Turbine - Simple Cycle (Aeroderivative),Biloxi,Mississippi,0.97,within,0.0
p87,NaturalGas_Combustion Turbine,Biloxi,Mississippi,0.96,within,0.0
p87,NaturalGas_F-Frame CT,Biloxi,Mississippi,0.96,within,0.0
p87,NaturalGas_Combined Cycle 2-on-1,Biloxi,Mississippi,0.96,within,0.0
p87,NaturalGas_F-Frame CC,Biloxi,Mississippi,0.96,within,0.0
p87,NaturalGas_H-Frame CC,Biloxi,Mississippi,0.96,within,0.0
p87,NaturalGas_Combined Cycle 1-on-1,Biloxi,Mississippi,0.96,within,0.0
p87,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_F-Frame CC 95% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_H-Frame CC 95% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_F-Frame CC 97% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,NaturalGas_H-Frame CC 97% CCS,Biloxi,Mississippi,0.95,within,0.0
p87,Biopower_Dedicated,Biloxi,Mississippi,0.94,within,0.0
p87,Nuclear_Nuclear,Biloxi,Mississippi,0.97,within,0.0
p87,Nuclear_Nuclear - Large,Biloxi,Mississippi,0.97,within,0.0
p87,Nuclear_SMR,Biloxi,Mississippi,0.97,within,0.0
p87,Nuclear_Nuclear - Small,Biloxi,Mississippi,0.97,within,0.0
p87,Geothermal,Biloxi,Mississippi,,within,0.0
p87,Hydropower,Biloxi,Mississippi,,within,0.0
p87,Pumped Storage Hydropower,Biloxi,Mississippi,,within,0.0
p87,LandBasedWind,Biloxi,Mississippi,0.97,within,0.0
p87,Onshore Wind Repowering/Retrofit,Biloxi,Mississippi,0.98,within,0.0
p87,OffshoreWind,Biloxi,Mississippi,,within,0.0
p87,UtilityPV,Biloxi,Mississippi,0.98,within,0.0
p87,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Biloxi,Mississippi,0.98,within,0.0
p87,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Biloxi,Mississippi,0.98,within,0.0
p87,Battery_,Biloxi,Mississippi,0.99,within,0.0
p87,Utility-Scale Battery Storage,Biloxi,Mississippi,0.99,within,0.0
p88,Coal_new,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,Coal_95%-CCS,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,Coal_99%-CCS,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,Coal_Retrofits_95%-CCS,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,Coal_Retrofits_90%-CCS,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,Combustion Turbine - Simple Cycle (Aeroderivative),Huntsville,Alabama,0.98,nearest_same_state,225.02
p88,NaturalGas_Combustion Turbine,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,NaturalGas_F-Frame CT,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 2-on-1,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,NaturalGas_F-Frame CC,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,NaturalGas_H-Frame CC,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 1-on-1,Huntsville,Alabama,0.97,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_F-Frame CC 95% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_H-Frame CC 95% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_F-Frame CC 97% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,NaturalGas_H-Frame CC 97% CCS,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,Biopower_Dedicated,Huntsville,Alabama,0.96,nearest_same_state,225.02
p88,Nuclear_Nuclear,Huntsville,Alabama,1.01,nearest_same_state,225.02
p88,Nuclear_Nuclear - Large,Huntsville,Alabama,1.01,nearest_same_state,225.02
p88,Nuclear_SMR,Huntsville,Alabama,0.99,nearest_same_state,225.02
p88,Nuclear_Nuclear - Small,Huntsville,Alabama,0.99,nearest_same_state,225.02
p88,Geothermal,Huntsville,Alabama,,nearest_same_state,225.02
p88,Hydropower,Huntsville,Alabama,,nearest_same_state,225.02
p88,Pumped Storage Hydropower,Huntsville,Alabama,,nearest_same_state,225.02
p88,LandBasedWind,Huntsville,Alabama,0.99,nearest_same_state,225.02
p88,Onshore Wind Repowering/Retrofit,Huntsville,Alabama,1.0,nearest_same_state,225.02
p88,OffshoreWind,Huntsville,Alabama,,nearest_same_state,225.02
p88,UtilityPV,Huntsville,Alabama,0.98,nearest_same_state,225.02
p88,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Huntsville,Alabama,0.99,nearest_same_state,225.02
p88,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Huntsville,Alabama,0.99,nearest_same_state,225.02
p88,Battery_,Huntsville,Alabama,1.01,nearest_same_state,225.02
p88,Utility-Scale Battery Storage,Huntsville,Alabama,1.01,nearest_same_state,225.02
p89,Coal_new,Huntsville,Alabama,0.97,within,0.0
p89,Coal_95%-CCS,Huntsville,Alabama,0.97,within,0.0
p89,Coal_99%-CCS,Huntsville,Alabama,0.97,within,0.0
p89,Coal_Retrofits_95%-CCS,Huntsville,Alabama,0.97,within,0.0
p89,Coal_Retrofits_90%-CCS,Huntsville,Alabama,0.97,within,0.0
p89,Combustion Turbine - Simple Cycle (Aeroderivative),Huntsville,Alabama,0.98,within,0.0
p89,NaturalGas_Combustion Turbine,Huntsville,Alabama,0.97,within,0.0
p89,NaturalGas_F-Frame CT,Huntsville,Alabama,0.97,within,0.0
p89,NaturalGas_Combined Cycle 2-on-1,Huntsville,Alabama,0.97,within,0.0
p89,NaturalGas_F-Frame CC,Huntsville,Alabama,0.97,within,0.0
p89,NaturalGas_H-Frame CC,Huntsville,Alabama,0.97,within,0.0
p89,NaturalGas_Combined Cycle 1-on-1,Huntsville,Alabama,0.97,within,0.0
p89,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_F-Frame CC 95% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_H-Frame CC 95% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_F-Frame CC 97% CCS,Huntsville,Alabama,0.96,within,0.0
p89,NaturalGas_H-Frame CC 97% CCS,Huntsville,Alabama,0.96,within,0.0
p89,Biopower_Dedicated,Huntsville,Alabama,0.96,within,0.0
p89,Nuclear_Nuclear,Huntsville,Alabama,1.01,within,0.0
p89,Nuclear_Nuclear - Large,Huntsville,Alabama,1.01,within,0.0
p89,Nuclear_SMR,Huntsville,Alabama,0.99,within,0.0
p89,Nuclear_Nuclear - Small,Huntsville,Alabama,0.99,within,0.0
p89,Geothermal,Huntsville,Alabama,,within,0.0
p89,Hydropower,Huntsville,Alabama,,within,0.0
p89,Pumped Storage Hydropower,Huntsville,Alabama,,within,0.0
p89,LandBasedWind,Huntsville,Alabama,0.99,within,0.0
p89,Onshore Wind Repowering/Retrofit,Huntsville,Alabama,1.0,within,0.0
p89,OffshoreWind,Huntsville,Alabama,,within,0.0
p89,UtilityPV,Huntsville,Alabama,0.98,within,0.0
p89,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Huntsville,Alabama,0.99,within,0.0
p89,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Huntsville,Alabama,0.99,within,0.0
p89,Battery_,Huntsville,Alabama,1.01,within,0.0
p89,Utility-Scale Battery Storage,Huntsville,Alabama,1.01,within,0.0
p9,Coal_new,Modesto,California,1.35,within,0.0
p9,Coal_95%-CCS,Modesto,California,1.28,within,0.0
p9,Coal_99%-CCS,Modesto,California,1.28,within,0.0
p9,Coal_Retrofits_95%-CCS,Modesto,California,1.28,within,0.0
p9,Coal_Retrofits_90%-CCS,Modesto,California,1.28,within,0.0
p9,Combustion Turbine - Simple Cycle (Aeroderivative),Modesto,California,1.13,within,0.0
p9,NaturalGas_Combustion Turbine,Modesto,California,1.16,within,0.0
p9,NaturalGas_F-Frame CT,Modesto,California,1.16,within,0.0
p9,NaturalGas_Combined Cycle 2-on-1,Modesto,California,1.17,within,0.0
p9,NaturalGas_F-Frame CC,Modesto,California,1.17,within,0.0
p9,NaturalGas_H-Frame CC,Modesto,California,1.17,within,0.0
p9,NaturalGas_Combined Cycle 1-on-1,Modesto,California,1.17,within,0.0
p9,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_F-Frame CC 95% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_H-Frame CC 95% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_F-Frame CC 97% CCS,Modesto,California,1.2,within,0.0
p9,NaturalGas_H-Frame CC 97% CCS,Modesto,California,1.2,within,0.0
p9,Biopower_Dedicated,Modesto,California,1.21,within,0.0
p9,Nuclear_Nuclear,Modesto,California,1.2,within,0.0
p9,Nuclear_Nuclear - Large,Modesto,California,1.2,within,0.0
p9,Nuclear_SMR,Modesto,California,1.15,within,0.0
p9,Nuclear_Nuclear - Small,Modesto,California,1.15,within,0.0
p9,Geothermal,Modesto,California,1.15,within,0.0
p9,Hydropower,Modesto,California,1.2,within,0.0
p9,Pumped Storage Hydropower,Modesto,California,1.2,within,0.0
p9,LandBasedWind,Modesto,California,1.16,within,0.0
p9,Onshore Wind Repowering/Retrofit,Modesto,California,1.12,within,0.0
p9,OffshoreWind,Modesto,California,1.16,within,0.0
p9,UtilityPV,Modesto,California,1.1,within,0.0
p9,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Modesto,California,1.1,within,0.0
p9,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Modesto,California,1.1,within,0.0
p9,Battery_,Modesto,California,1.07,within,0.0
p9,Utility-Scale Battery Storage,Modesto,California,1.07,within,0.0
p90,Coal_new,Atlanta,Georgia,1.02,nearest_same_state,263.61
p90,Coal_95%-CCS,Atlanta,Georgia,1.02,nearest_same_state,263.61
p90,Coal_99%-CCS,Atlanta,Georgia,1.02,nearest_same_state,263.61
p90,Coal_Retrofits_95%-CCS,Atlanta,Georgia,1.02,nearest_same_state,263.61
p90,Coal_Retrofits_90%-CCS,Atlanta,Georgia,1.02,nearest_same_state,263.61
p90,Combustion Turbine - Simple Cycle (Aeroderivative),Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combustion Turbine,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_F-Frame CT,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 2-on-1,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_F-Frame CC,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_H-Frame CC,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 1-on-1,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_F-Frame CC 95% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_H-Frame CC 95% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_F-Frame CC 97% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,NaturalGas_H-Frame CC 97% CCS,Atlanta,Georgia,1.0,nearest_same_state,263.61
p90,Biopower_Dedicated,Atlanta,Georgia,1.0,nearest_same_state,263.61
